NODE_TYPE,NODE_ID,DATA,EDGE_TYPE,EDGE_FROM,EDGE_TO,EXTRA
,,NONE,SUBSET,MO_1_4,MO_SPACE_1,
,,NONE,SUBSET,VMR_3_3,VMR_SPACE_3,
,,{'pds': [['PD_0']]},MAP,VMR_3_3,MO_1_5,
,,NONE,SUBSET,VMR_4_3,VMR_SPACE_4,
,,{'pds': [['PD_0']]},MAP,VMR_4_3,MO_1_5,
,,NONE,SUBSET,MO_1_5,MO_SPACE_1,
,,NONE,SUBSET,VMR_3_4,VMR_SPACE_3,
,,{'pds': [['PD_0']]},MAP,VMR_3_4,MO_1_6,
,,NONE,SUBSET,VMR_4_4,VMR_SPACE_4,
,,{'pds': [['PD_0']]},MAP,VMR_4_4,MO_1_6,
,,NONE,SUBSET,MO_1_6,MO_SPACE_1,
,,NONE,SUBSET,VMR_3_5,VMR_SPACE_3,
,,{'pds': [['PD_0']]},MAP,VMR_3_5,MO_1_7,
,,NONE,SUBSET,VMR_4_5,VMR_SPACE_4,
,,{'pds': [['PD_0']]},MAP,VMR_4_5,MO_1_7,
,,NONE,SUBSET,MO_1_7,MO_SPACE_1,
,,{'pds': [['PD_0']]},MAP,VCPU_SPACE_5,PCPU_SPACE_2,
,,NONE,SUBSET,VCPU_5_1,VCPU_SPACE_5,
,,{'pds': [['PD_0']]},MAP,VCPU_5_1,PCPU_2_1,
,,NONE,SUBSET,PCPU_2_1,PCPU_SPACE_2,
