NODE_TYPE,NODE_ID,DATA,EDGE_TYPE,EDGE_FROM,EDGE_TO,EXTRA
,,{'pds': [['PD_0']]},MAP,VCPU_5_1,PCPU_2_1,
,,NONE,SUBSET,PCPU_2_1,PCPU_SPACE_2,
,,VMR,REQUEST,PD_2,PD_0,
,,"{'perms': 'Permission.R', 'pds': [['PD_0']]}",HOLD,PD_2,VMR_6_1,
,,"{'perms': 'Permission.R', 'pds': [['PD_0']]}",HOLD,PD_2,VMR_6_2,
,,"{'perms': 'Permission.R', 'pds': [['PD_0']]}",HOLD,PD_2,VMR_6_3,
,,"{'perms': 'Permission.R', 'pds': [['PD_0']]}",HOLD,PD_2,VCPU_7_1,
,,{'pds': [['PD_0']]},MAP,VMR_SPACE_6,MO_SPACE_1,
,,{'pds': [['PD_0']]},MAP,VCPU_SPACE_7,PCPU_SPACE_2,
,,NONE,SUBSET,VMR_6_1,VMR_SPACE_6,
,,{'pds': [['PD_0']]},MAP,VMR_6_1,MO_1_4,
,,NONE,SUBSET,MO_1_4,MO_SPACE_1,
,,{'pds': [['PD_0']]},MAP,MO_1_4,L3SET_3_4,
,,NONE,SUBSET,VMR_6_2,VMR_SPACE_6,
,,{'pds': [['PD_0']]},MAP,VMR_6_2,MO_1_5,
,,NONE,SUBSET,MO_1_5,MO_SPACE_1,
,,{'pds': [['PD_0']]},MAP,MO_1_5,L3SET_3_2,
,,NONE,SUBSET,VMR_6_3,VMR_SPACE_6,
,,{'pds': [['PD_0']]},MAP,VMR_6_3,MO_1_6,
,,NONE,SUBSET,MO_1_6,MO_SPACE_1,
,,{'pds': [['PD_0']]},MAP,MO_1_6,L3SET_3_2,
,,NONE,SUBSET,VCPU_7_1,VCPU_SPACE_7,
,,{'pds': [['PD_0']]},MAP,VCPU_7_1,PCPU_2_2,
,,NONE,SUBSET,PCPU_2_2,PCPU_SPACE_2,
