# config=vm-untracked run=2 status=OK src=mmc
# t_sec_since_go	text
   3.6060	[    0.040831] HugeTLB: 16380 KiB vmemmap can be freed for a 1.00 GiB page
   3.6060	[    0.040837] HugeTLB: registered 32.0 MiB page size, pre-allocated 0 pages
   3.6060	[    0.040840] HugeTLB: 508 KiB vmemmap can be freed for a 32.0 MiB page
   3.6060	[    0.040845] HugeTLB: registered 2.00 MiB page size, pre-allocated 0 pages
   3.7060	[    0.040847] HugeTLB: 28 KiB vmemmap can be freed for a 2.00 MiB page
   3.7060	[    0.040852] HugeTLB: registered 64.0 KiB page size, pre-allocated 0 pages
   3.7060	[    0.040855] HugeTLB: 0 KiB vmemmap can be freed for a 64.0 KiB page
   3.7060	[    0.042281] iommu: Default domain type: Translated 
   3.7060	[    0.042289] iommu: DMA domain TLB invalidation policy: strict mode 
   3.7060	[    0.042538] SCSI subsystem initialized
   3.7060	[    0.042668] libata version 3.00 loaded.
   3.7060	[    0.042890] pps_core: LinuxPPS API ver. 1 registered
   3.7060	[    0.042895] pps_core: Software ver. 5.3.6 - Copyright 2005-2007 Rodolfo Giometti <giometti@linux.it>
   3.7060	[    0.043040] EDAC MC: Ver: 3.0.0
   3.7060	[    0.043813] FPGA manager framework
   3.7060	[    0.044005] clocksource: Switched to clocksource arch_sys_counter
   3.7060	[    0.044197] VFS: Disk quotas dquot_6.6.0
   3.7060	[    0.044314] VFS: Dquot-cache hash table entries: 512 (order 0, 4096 bytes)
   3.7060	[    0.051604] kvm [1]: HYP mode not available
   3.7060	[    0.052441] Initialise system trusted keyrings
   3.7060	[    0.052743] Unpacking initramfs...
   3.7060	[    0.060125] workingset: timestamp_bits=42 max_order=16 bucket_order=0
   3.7060	[    0.065614] squashfs: version 4.0 (2009/01/31) Phillip Lougher
   3.7060	[    0.140769] Key type asymmetric registered
   3.8061	[    0.140784] Asymmetric key parser 'x509' registered
   3.8061	[    0.140878] Block layer SCSI generic (bsg) driver version 0.4 loaded (major 249)
   3.8061	[    0.140886] io scheduler mq-deadline registered
   3.8062	[    0.140890] io scheduler kyber registered
   3.8062	[    0.141075] io scheduler bfq registered
   3.8062	[    0.148794] irq_meson_gpio: 100 to 8 gpio interrupt mux initialized
   3.8062	[    0.165432] Serial: 8250/16550 driver, 4 ports, IRQ sharing enabled
   3.8062	[    0.167165] ff803000.serial: ttyAML0 at MMIO 0xff803000 (irq = 14, base_baud = 1500000) is a meson_uart
   3.8062	[    0.804317] Freeing initrd memory: 41980K
   3.8062	[    1.003202] printk: console [ttyAML0] enabled
   3.8062	[    1.011116] VFIO - User Level meta-driver version: 0.3
   3.8062	[    1.013078] i2c_dev: i2c /dev entries driver
   3.8062	[    1.018756] cpu cpu0: error -ENODEV: _opp_set_regulators: no regulator (cpu) found
   3.8062	[    1.024280] cpu cpu0: error -ENODEV: failed to set regulators
   3.8062	[    1.030381] ledtrig-cpu: registered to indicate activity on CPUs
   3.8062	[    1.038170] Loading compiled-in X.509 certificates
   3.9062	[    1.060180] Freeing unused kernel memory: 1664K
   3.9062	[    1.068110] Run /init as init process
   3.9062	[    1.068134]   with arguments:
   3.9062	[    1.069078]     /init
   3.9062	[    1.071321]   with environment:
   3.9062	[    1.074452]     HOME=/
   3.9062	[    1.076764]     TERM=linux
   3.9062	[    1.079405]     pci=nomsi
   3.9062	[    1.082003]     earlyprintk=serial
   3.9062	Starting syslogd: OK
   4.0064	Starting klogd: OK
   4.0064	Running sysctl: OK
   6.0100	Saving random seed: [    3.212020] random: crng init done
   6.0100	OK
   6.1102	Starting network: ip: socket: Function not implemented
   6.1102	ip: socket: Function not implemented
   6.1102	FAIL
   6.5111	
   6.5111	Welcome to Buildroot
   6.5111	buildroot login: 
