# config=vm-tracked run=3 status=OK src=mmc
# t_sec_since_go	text
   4.5086	[    0.018079] ASID allocator initialised with 65536 entries
   4.5086	[    0.018902] Serial: AMBA PL011 UART driver
   4.5086	[    0.035716] platform hdmi-connector: Fixing up cyclic dependency with ff600000.hdmi-tx
   4.5086	[    0.036521] KASLR disabled due to lack of seed
   4.5086	[    0.041051] HugeTLB: registered 1.00 GiB page size, pre-allocated 0 pages
   4.5086	[    0.041060] HugeTLB: 16380 KiB vmemmap can be freed for a 1.00 GiB page
   4.5086	[    0.041066] HugeTLB: registered 32.0 MiB page size, pre-allocated 0 pages
   4.5086	[    0.041069] HugeTLB: 508 KiB vmemmap can be freed for a 32.0 MiB page
   4.5086	[    0.041074] HugeTLB: registered 2.00 MiB page size, pre-allocated 0 pages
   4.5086	[    0.041077] HugeTLB: 28 KiB vmemmap can be freed for a 2.00 MiB page
   4.5086	[    0.041081] HugeTLB: registered 64.0 KiB page size, pre-allocated 0 pages
   4.5086	[    0.041084] HugeTLB: 0 KiB vmemmap can be freed for a 64.0 KiB page
   4.5086	[    0.042514] iommu: Default domain type: Translated 
   4.5086	[    0.042522] iommu: DMA domain TLB invalidation policy: strict mode 
   4.5086	[    0.042773] SCSI subsystem initialized
   4.5086	[    0.042902] libata version 3.00 loaded.
   4.5086	[    0.043124] pps_core: LinuxPPS API ver. 1 registered
   4.6087	[    0.043129] pps_core: Software ver. 5.3.6 - Copyright 2005-2007 Rodolfo Giometti <giometti@linux.it>
   4.6087	[    0.043272] EDAC MC: Ver: 3.0.0
   4.6087	[    0.044043] FPGA manager framework
   4.6087	[    0.044303] clocksource: Switched to clocksource arch_sys_counter
   4.6087	[    0.044515] VFS: Disk quotas dquot_6.6.0
   4.6087	[    0.044558] VFS: Dquot-cache hash table entries: 512 (order 0, 4096 bytes)
   4.6087	[    0.051932] kvm [1]: HYP mode not available
   4.6087	[    0.052789] Initialise system trusted keyrings
   4.6087	[    0.053099] Unpacking initramfs...
   4.6087	[    0.060421] workingset: timestamp_bits=42 max_order=16 bucket_order=0
   4.6087	[    0.065936] squashfs: version 4.0 (2009/01/31) Phillip Lougher
   4.6087	[    0.142025] Key type asymmetric registered
   4.6087	[    0.142041] Asymmetric key parser 'x509' registered
   4.6087	[    0.142134] Block layer SCSI generic (bsg) driver version 0.4 loaded (major 249)
   4.6087	[    0.142141] io scheduler mq-deadline registered
   4.6087	[    0.142146] io scheduler kyber registered
   4.6087	[    0.142329] io scheduler bfq registered
   4.6087	[    0.149067] irq_meson_gpio: 100 to 8 gpio interrupt mux initialized
   4.6087	[    0.167121] Serial: 8250/16550 driver, 4 ports, IRQ sharing enabled
   4.7088	[    0.169669] ff803000.serial: ttyAML0 at MMIO 0xff803000 (irq = 14, base_baud = 1500000) is a meson_uart
   4.7088	[    0.806582] Freeing initrd memory: 41980K
   4.7088	[    1.003833] printk: console [ttyAML0] enabled
   4.7088	[    1.011637] VFIO - User Level meta-driver version: 0.3
   4.7088	[    1.013406] i2c_dev: i2c /dev entries driver
   4.7088	[    1.018965] cpu cpu0: error -ENODEV: _opp_set_regulators: no regulator (cpu) found
   4.7088	[    1.024363] cpu cpu0: error -ENODEV: failed to set regulators
   4.7088	[    1.030400] ledtrig-cpu: registered to indicate activity on CPUs
   4.7088	[    1.038063] Loading compiled-in X.509 certificates
   4.7088	[    1.059841] Freeing unused kernel memory: 1664K
   4.7088	[    1.060492] Run /init as init process
   4.7088	[    1.060518]   with arguments:
   4.7088	[    1.061459]     /init
   4.7088	[    1.063702]   with environment:
   4.7088	[    1.066792]     HOME=/
   4.7088	[    1.069003]     TERM=linux
   4.7088	[    1.071596]     pci=nomsi
   4.7088	[    1.074148]     earlyprintk=serial
   4.8089	Starting syslogd: OK
   4.8089	Starting klogd: OK
   4.8090	Running sysctl: OK
   6.9152	Saving random seed: [    3.204310] random: crng init done
   6.9152	OK
   6.9152	Starting network: ip: socket: Function not implemented
   6.9152	ip: socket: Function not implemented
   6.9152	FAIL
  12.1273	
  12.1273	Welcome to Buildroot
  12.1273	buildroot login: 
